Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Paving Slab of Travel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Instant Wooden House Block§f
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Instant Mining Ladder Block§f
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Instant Farm Block§f
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Instant Grinder Block§f
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Instant Pool Block§f
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Instant Suction Block§f
appliedenergistics2:item.ItemFacade:0, Cable Facade - Skydive TP Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.byzantine_brick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.byzantine_mixedbrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Sandy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Sandy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Sandy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Nether Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Nether Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Nether Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saltpeter Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Firestone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poor Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poor Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poor Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poor Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poor Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Elevator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demonic Bricks (Unbreakable)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runic Demonic Bricks (Unbreakable)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Dungeon Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Dungeon Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runic Dungeon Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Runic Dungeon Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Runic Dungeon Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demonic Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runic Demonic Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Bricks (Obsidian Infused)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Dungeon Bricks (Obsidian Infused)
